"panstwo","rok","smiertelnosc_dzieci","emisja_co2","smierci_w_katastrofach","hdi","gdpPerCap","%pracownikow_w_przemysle","przewidywana_dlug_zycia","nowe_przyp_raka_pluc_M","nowe_przyp_raka_pluc_K","sustainable_development_indeks"
"Japan",1992,6.13,9.42,11,0.826,34100,34.4,79.7,54.7,15.8,62
"Japan",1994,5.86,9.75,10,0.837,34100,33.7,80.2,54.2,15.9,53.4
"Japan",1996,5.45,9.89,20,0.847,35900,33.3,80.7,53.9,16.3,49.9
"Japan",1998,4.97,9.49,57,0.849,35600,31.9,81,54.6,16.5,53.5
"Japan",2000,4.5,9.93,32,0.858,36300,30.7,81.6,53.9,16.6,41.8
"Japan",2002,4.13,10,7,0.864,36300,29.2,82.2,53.5,16.3,44.7
"Japan",2004,3.86,10,271,0.871,37600,28,82.5,55.3,16.7,39.9
"Japan",2006,3.63,9.88,62,0.879,38800,27.5,82.8,56.3,16.7,37
"Japan",2008,3.41,9.59,76,0.883,38800,26.2,83.1,57.3,16.8,38.6
"Japan",2010,3.2,9.46,180,0.887,38100,25.3,83.3,57.9,16.6,40.4
"Japan",2012,3,10.2,173,0.897,38700,25.3,83.6,56.7,16.6,32.6
"Japan",2014,2.82,9.88,301,0.906,39700,25,84.1,54.6,16.5,33.7
"Japan",2016,2.65,9.45,101,0.912,40800,24.6,84.5,52.4,16.1,31.2
"Japan",2018,2.49,9.14,435,0.917,41800,24.2,84.8,49.5,15.8,30.5
"Jordan",1990,36.1,2.94,0,0.625,7920,21.3,71.2,20.4,4.46,67.4
"Jordan",1992,33.9,3.02,15,0.657,8250,21.5,71.8,19.6,4.43,70.4
"Jordan",1994,31.9,3.01,0,0.679,8170,21.4,71.7,19.8,4.65,72.7
"Jordan",1996,30.1,2.92,0,0.695,8250,21.1,71.8,19.3,4.91,74.3
"Jordan",1998,28.5,2.89,0,0.702,8400,20.9,72.3,18.5,5.05,75
"Jordan",2000,27,2.97,9,0.711,8740,21,72.9,17.6,5.16,75.8
"Jordan",2002,25.5,3.09,5,0.715,9380,23.2,73.3,17.5,5.45,76
"Jordan",2004,24.1,3.35,0,0.726,10100,26.1,74,18.1,5.91,76.9
"Jordan",2006,22.8,3.43,0,0.741,11000,26.4,74.5,20.5,6.59,78
"Jordan",2008,21.5,3.16,0,0.745,11700,26.6,76.2,21.8,6.12,78.6
"Jordan",2010,20.3,2.84,0,0.737,11300,25.9,76.9,23.1,6.42,77.7
"Jordan",2012,19.2,2.95,0,0.735,10700,25.4,77.5,22.9,6.82,77.5
"Jordan",2014,18.2,2.91,0,0.729,10300,24.9,78.1,21.9,7.07,77.1
"Jordan",2016,17.2,2.55,0,0.729,10000,24.4,78.1,21.4,7.15,77.1
"Jordan",2018,16.1,2.42,34,0.728,10000,24.4,77.9,21.1,7.17,76.9
"Kazakhstan",1990,52.3,16.3,0,0.69,13500,18.1,68.1,88.5,12.7,56.8474054108511
"Kazakhstan",1992,52.4,14.3,0,0.682,11300,17.5,66.7,85,12,43
"Kazakhstan",1994,53.1,10.7,0,0.667,9130,16.8,64.8,85,11.8,58.5
"Kazakhstan",1996,51.7,9.54,0,0.666,8730,16.4,63.9,80.7,11.3,64.6
"Kazakhstan",1998,47.8,8.9,0,0.672,9000,16.2,64.5,70.4,10.4,66.1
"Kazakhstan",2000,42.8,8.95,0,0.685,10300,16.3,64.7,64.4,9.71,68
"Kazakhstan",2002,37.9,9.76,0,0.714,12800,17,64.7,63.4,9.32,67.1
"Kazakhstan",2004,33.5,11.2,48,0.737,15200,18,64.6,61.4,8.77,65.2
"Kazakhstan",2006,29.1,13.3,0,0.754,18100,18.9,64.8,59.1,8.57,56.4
"Kazakhstan",2008,24.6,13.4,1,0.758,19800,18.6,66.3,55.2,8.3,51.1
"Kazakhstan",2010,20.2,14.5,44,0.764,20800,19,67.6,52.9,8.02,49.8
"Kazakhstan",2012,16.2,14,0,0.782,22700,19.8,68.6,51.1,7.93,48.9
"Kazakhstan",2014,13.1,14.8,5,0.798,24400,20.6,70.1,46.5,7.54,40.6
"Kazakhstan",2016,11,15,0,0.808,24200,20.7,71.1,44.9,7.41,39.6
"Kazakhstan",2018,9.91,17.6,0,0.819,25500,21,71.7,43.7,7.52,39.3
"Kenya",1990,107,0.24,44,0.482,3570,16.6,62.1,7.81,1.52,51.9
"Kenya",1992,114,0.213,0,0.476,3370,16.2,60.1,8.14,1.56,51.3
"Kenya",1994,118,0.238,0,0.469,3260,15.6,57.9,8.33,1.57,50.6
"Kenya",1996,118,0.32,0,0.467,3340,14.6,56.3,8.58,1.58,50.3
"Kenya",1998,114,0.327,40,0.463,3270,13.1,55.1,8.91,1.6,49.8
"Kenya",2000,106,0.323,0,0.461,3190,10.2,54.8,9.28,1.64,49.6
"Kenya",2002,95.8,0.232,101,0.465,3150,8.1,55,9.57,1.74,50.1
"Kenya",2004,85,0.209,135,0.49,3230,6.7,55.7,9.88,1.87,52.8
"Kenya",2006,74,0.248,212,0.515,3450,6.29,57.5,9.96,1.96,55.5
"Kenya",2008,63.9,0.249,69,0.532,3490,6.04,59.4,9.94,1.99,57.3
"Kenya",2010,56.5,0.28,204,0.551,3690,6.01,61.2,9.94,2.09,59.3
"Kenya",2012,52.2,0.271,73,0.566,3850,6.03,62.6,9.78,2.14,61
"Kenya",2014,48.2,0.295,0,0.58,3980,6.09,63.8,9.52,2.2,62.4
"Kenya",2016,44.5,0.35,42,0.591,4150,6.16,65.1,9.4,2.29,63.7
"Kenya",2018,41.1,0.36,134,0.599,4340,6.2,66.1,9.4,2.4,64.5
"Kyrgyz Republic",1990,64.8,4.85,0,0.64,5160,26.6,67.3,52.6,8.69,56.8142676364728
"Kyrgyz Republic",1992,64.6,2.49,58,0.625,3980,21.3,67.1,50.3,8.61,67.3
"Kyrgyz Republic",1994,64.3,1.36,162,0.595,2690,16.7,65.5,49.1,8.36,64
"Kyrgyz Republic",1996,60.4,1.22,0,0.594,2660,13.5,66.3,41.3,7.54,64
"Kyrgyz Republic",1998,54.9,1.24,1,0.606,2890,11.5,67.2,34.3,6.81,65.3
"Kyrgyz Republic",2000,49.5,0.936,11,0.62,3080,10.3,67.2,28,6.14,66.7
"Kyrgyz Republic",2002,44.9,0.986,0,0.63,3180,15,67.2,26.2,5.68,67.9
"Kyrgyz Republic",2004,40.9,1.15,49,0.64,3560,17.6,67.4,24.9,5.62,69
"Kyrgyz Republic",2006,37.6,1.06,4,0.647,3590,20.3,67.2,25.2,5.45,69.7
"Kyrgyz Republic",2008,33.8,1.44,74,0.656,4140,20.9,68.3,23.8,5.32,70.4
"Kyrgyz Republic",2010,29.6,1.17,0,0.662,4140,21.4,69.6,23.4,5.22,71.1
"Kyrgyz Republic",2012,26.1,1.78,16,0.674,4260,20.2,70.7,23.4,5.25,72.3
"Kyrgyz Republic",2014,23.6,1.73,0,0.686,4720,20.9,71.6,23.3,5.39,73.4
"Kyrgyz Republic",2016,21.1,1.59,0,0.691,4910,23.1,72.7,22,5.37,73.9
"Kyrgyz Republic",2018,18.9,1.6,0,0.696,5130,25.4,73.3,21.4,5.33,74.4
"Lao",1990,153,0.121,0,0.405,1970,2.8,52.9,43.6,9.44,43.6
"Lao",1992,143,0.132,32,0.415,2050,3.08,54,43.2,9.68,44.7
"Lao",1994,133,0.134,0,0.43,2230,3.52,54.9,42.8,9.9,46.4
"Lao",1996,124,0.152,30,0.445,2440,3.86,56.1,42.3,10.1,47.9
"Lao",1998,115,0.16,0,0.46,2610,4.39,57.3,41.7,10.1,49.5
"Lao",2000,107,0.18,15,0.471,2860,4.84,58.4,40.4,10.1,50.8
"Lao",2002,98.5,0.212,2,0.486,3110,5.4,59.7,38.7,9.93,52.3
"Lao",2004,90.4,0.226,0,0.503,3400,6.05,61.1,37.6,9.77,54.2
"Lao",2006,82.5,0.3,0,0.514,3830,6.93,62.3,36.8,9.8,55.3
"Lao",2008,75,0.352,6,0.535,4300,7.9,63.6,36.2,9.92,57.7
"Lao",2010,68.1,0.48,0,0.552,4850,8.86,64.9,35.5,10.1,59.5
"Lao",2012,61.8,0.528,0,0.575,5490,10.2,66.2,34.7,10.2,62
"Lao",2014,56.1,0.653,0,0.589,6190,11,67.2,34.3,10.5,63.5
"Lao",2016,51.3,2.56,5,0.605,6900,11.9,68,34.4,10.8,65.1
"Lao",2018,47.3,2.74,136,0.609,7590,12.9,68.6,34.9,11.2,65.5
"Lebanon",1990,32.3,2.81,0,0.641181410161485,7550,24.3,69.9,33.8,8.46,56.8971120724186
"Lebanon",1992,29.4,3.16,25,0.650469398998256,12000,25.2,72,32.2,8.71,56.6651476517703
"Lebanon",1994,26.9,3.27,0,0.659757387835027,13000,25.4,72.7,30.9,8.82,56.6817165389594
"Lebanon",1996,24.5,3.53,0,0.6690453766718,14500,24.9,73.5,30.1,9.05,56.6982854261486
"Lebanon",1998,22.2,4.41,0,0.678333365508571,14800,24.7,74.2,29.4,9.31,56.7148543133378
"Lebanon",2000,19.9,4.03,0,0.687621354345342,14400,24.4,74.8,31.2,10.5,56.7314232005269
"Lebanon",2002,17.6,3.89,0,0.696909343182114,14200,24.2,75.3,33.5,11.9,56.7479920877161
"Lebanon",2004,15.3,3.77,0,0.706197332018885,14300,24.5,75.4,35.8,13,56.7645609749053
"Lebanon",2006,13.1,3.11,0,0.739,14300,25,75.1,38.1,14,74.1
"Lebanon",2008,11.4,3.66,0,0.757,17000,26.2,75.4,39.8,14.7,74.6
"Lebanon",2010,10.2,4.04,0,0.766,19500,26.1,75.6,41,15.6,69.9
"Lebanon",2012,9.33,4.04,0,0.759,18000,26.1,75.7,41.8,16.6,69.5
"Lebanon",2014,8.6,3.79,0,0.748,17000,25.3,75.8,41.7,17.2,70.3
"Lebanon",2016,8,3.64,0,0.741,16200,24.7,76.1,40.6,17.5,69.8
"Lebanon",2018,7.44,3.53,15,0.747,15700,23.6,76.2,39.4,17.7,70.2
"Lesotho",1990,90.1,0.865,22,0.498,1340,13,60.6,23,4.34,53.6
"Lesotho",1992,92.2,0.891,0,0.493,1460,13,60,23.4,4.37,53.1
"Lesotho",1994,97.5,0.9,0,0.486,1540,13,58.3,24.3,4.41,52.3
"Lesotho",1996,104,0.899,0,0.477,1610,13,55.8,25.6,4.33,51.4
"Lesotho",1998,112,0.903,0,0.47,1640,13,52,27,4.5,50.6
"Lesotho",2000,118,0.911,0,0.459,1690,13.3,48.5,27.9,5.2,49.4
"Lesotho",2002,122,0.939,0,0.446,1760,13.4,46.1,29.2,5.59,48
"Lesotho",2004,123,0.989,0,0.44,1890,13.5,44.2,30.6,6.18,47.4
"Lesotho",2006,122,1.02,0,0.436,2060,13.6,44.2,31.9,6.45,47
"Lesotho",2008,116,1.07,0,0.446,2270,13.6,46.3,32.2,6.85,48
"Lesotho",2010,100,1.14,0,0.46,2350,13.6,48.1,32.6,7.11,49.6
"Lesotho",2012,96.5,1.19,0,0.48,2590,13.6,47.9,33.2,7.48,50.5
"Lesotho",2014,93,1.19,0,0.498,2640,13.7,47.9,33.9,7.86,52.6
"Lesotho",2016,87.4,1.21,0,0.512,2780,13.5,49.6,33.5,7.97,54.1
"Lesotho",2018,81.1,1.26,0,0.522,2620,13.3,51.4,33.1,7.99,55
"Liberia",1990,262,0.226,0,0.641181410161485,1020,12.2,49.1,14,4.56,56.8971120724186
"Liberia",1992,263,0.194,0,0.650469398998256,657,11,52.3,13.4,4.47,56.7148543133378
"Liberia",1994,253,0.212,0,0.659757387835027,390,10.1,48.6,12.8,4.15,56.7314232005269
"Liberia",1996,235,0.201,0,0.6690453766718,433,9.95,49.6,12.2,3.69,56.7479920877161
"Liberia",1998,212,0.192,10,0.678333365508571,1130,10.4,53,11.6,3.41,56.7645609749053
"Liberia",2000,187,0.148,0,0.435,1750,10.9,54.8,11.6,3.55,46.8
"Liberia",2002,161,0.144,0,0.437,1760,10.9,55.4,11.9,3.86,47
"Liberia",2004,138,0.174,0,0.427,1220,10.8,58.5,12.2,3.99,46
"Liberia",2006,120,0.202,0,0.438,1310,10.8,60,12.7,4.17,47.2
"Liberia",2008,106,0.148,0,0.45,1420,10.8,61.1,13.2,4.36,48.5
"Liberia",2010,96.7,0.196,1,0.455,1470,10.8,61.9,13.7,4.61,49
"Liberia",2012,88.8,0.233,0,0.469,1610,10.8,62.9,14.1,4.87,50.6
"Liberia",2014,81.9,0.273,0,0.478,1670,10.6,59.9,13.7,4.96,51.5
"Liberia",2016,76,0.296,0,0.478,1570,10.4,64.5,13.3,4.97,51.4
"Liberia",2018,70.9,0.324,0,0.48,1540,10.1,65.7,13.1,5.04,51.7
"Libya",1990,41.6,8.24,0,0.724,7950,27.7,72.6,34.9,3.09,72.2
"Libya",1992,37.6,7.97,0,0.74,10100,27.5,73.4,33.9,3.28,73.1
"Libya",1994,34.5,9.02,0,0.75,11300,26.9,74.3,32.9,3.47,73.5
"Libya",1996,31.9,8.7,0,0.76,13200,26.7,73.5,31.7,3.58,74.5
"Libya",1998,29.9,8.7,0,0.77,15300,26.8,74.8,33.5,3.91,75.2
"Libya",2000,28.1,8.74,0,0.78,16700,26.7,74.9,34.5,4.09,76.7
"Libya",2002,26.5,8.59,0,0.79,15800,27.5,75,35.7,4.05,78
"Libya",2004,24.4,8.76,0,0.798,18000,28.4,76.4,33,4.01,79.3
"Libya",2006,21.7,8.95,0,0.8,20900,29.1,76.9,32.7,4.24,78.9
"Libya",2008,18.8,9.14,0,0.8,22100,29.6,75.9,34.4,4.99,78.7
"Libya",2010,16.6,9.87,0,0.798,22500,27.7,76.2,33.1,5.23,77.8
"Libya",2012,15.1,8.34,0,0.789,18800,25.3,76.5,31.8,5.26,76.9
"Libya",2014,13.8,9.23,0,0.728,12200,22.9,74.3,31.5,5.21,76.5
"Libya",2016,12.8,7.72,0,0.687,10600,23.7,74.3,31.4,5.1,71.8
"Libya",2018,12,8.09,0,0.721,15000,24.5,75.7,31.4,5.09,75.5
"Lithuania",1990,15,9.69,0,0.738,17400,30.5,71.4,74.8,8.62,74.9
"Lithuania",1992,18,5.75,0,0.719,13000,28.8,70.4,75.8,8.36,74.7
"Lithuania",1994,16.8,4.32,0,0.704,10000,28.2,68.5,84.1,8.13,72.5
"Lithuania",1996,13.5,4.35,0,0.719,11300,28.5,70.3,74.1,7.67,72.7
"Lithuania",1998,11.6,4.47,0,0.743,13300,27.1,71.5,70.2,7.34,72.7
"Lithuania",2000,10.7,3.37,0,0.762,13800,26.6,72.2,67.6,7.44,75.8
"Lithuania",2002,9.88,3.66,0,0.785,16000,27.2,72,68.7,7.42,74.4
"Lithuania",2004,9.32,3.9,0,0.805,19200,29.1,72,65.4,7.52,66.7
"Lithuania",2006,8.58,4.36,0,0.826,23000,30.5,70.9,70.3,7.74,56.5
"Lithuania",2008,7.38,4.7,0,0.838,26800,26.8,71.4,68.3,8.7,40.7
"Lithuania",2010,6.04,4.39,9,0.831,23900,24.6,73.2,63.9,8.48,49.2
"Lithuania",2012,5.18,4.65,30,0.841,27300,25.5,74,61.4,8.66,37.4
"Lithuania",2014,5,4.34,0,0.859,29900,25.1,74.6,59.2,8.78,32.9
"Lithuania",2016,4.72,4.54,0,0.867,31900,25.1,74.9,59.6,8.85,30
"Lithuania",2018,4.04,4.84,5,0.876,35400,25.6,76.1,52.7,8.91,29
"Madagascar",1990,159,0.0802,0,0.6690453766718,1850,10.2,55.9,10.4,3.06,56.6982854261486
"Madagascar",1992,150,0.0798,0,0.678333365508571,1660,10,56.6,10.2,3.09,56.7148543133378
"Madagascar",1994,141,0.0954,212,0.687621354345342,1590,9.77,57.3,10.2,3.03,56.7314232005269
"Madagascar",1996,131,0.0965,9,0.696909343182114,1550,9.36,58.2,10.7,3.16,56.7479920877161
"Madagascar",1998,119,0.116,0,0.706197332018885,1570,8.83,58.6,10.7,3.25,56.7645609749053
"Madagascar",2000,107,0.119,153,0.462,1610,7.58,59.5,10.4,3.22,49.8
"Madagascar",2002,96.2,0.0735,23,0.464,1410,6.71,60,10.3,3.33,50
"Madagascar",2004,86.8,0.101,395,0.48,1530,3.42,60.6,10.3,3.38,51.6
"Madagascar",2006,79.2,0.0883,4,0.49,1600,4.26,61.5,9.98,3.32,52.8
"Madagascar",2008,72.8,0.0935,105,0.506,1700,5.33,62.1,9.8,3.26,54.5
"Madagascar",2010,67.3,0.0917,120,0.511,1550,6.76,62.6,9.74,3.28,55
"Madagascar",2012,63,0.123,112,0.514,1540,7.97,63.2,9.6,3.32,55.4
"Madagascar",2014,59.6,0.139,17,0.52,1540,8.34,63.8,9.41,3.41,56
"Madagascar",2016,56.6,0.156,0,0.523,1570,8.59,64.5,9.27,3.53,56.3
"Madagascar",2018,53.6,0.163,94,0.527,1590,8.73,65.1,9.27,3.68,56.7
"Malawi",1990,239,0.0786,0,0.333,953,6.76,49.4,9.07,2.48,35.9
"Malawi",1992,224,0.0811,0,0.348,932,6.66,48.5,9.22,2.43,37.5
"Malawi",1994,209,0.0929,0,0.356,912,6.61,46.9,9.48,2.41,38.4
"Malawi",1996,199,0.0903,0,0.376,1110,6.51,46,9.91,2.45,40.5
"Malawi",1998,190,0.0874,4,0.395,1140,6.39,45.5,10.5,2.53,42.5
"Malawi",2000,173,0.0776,0,0.388,1130,6.16,45.9,10.8,2.56,41.8
"Malawi",2002,146,0.0723,509,0.357,1040,6.02,46.7,10.8,2.54,38.5
"Malawi",2004,121,0.0742,0,0.363,1100,5.85,48,11,2.57,39.1
"Malawi",2006,107,0.0708,8,0.377,1130,5.89,50.1,10.9,2.55,40.5
"Malawi",2008,97.8,0.0793,0,0.405,1260,5.8,53.4,10.6,2.62,43.6
"Malawi",2010,88.4,0.0707,0,0.431,1380,5.78,56.3,10.7,2.76,46.4
"Malawi",2012,75.5,0.0737,4,0.446,1390,5.71,59.3,10.5,2.84,48
"Malawi",2014,63,0.0628,0,0.465,1460,5.62,61.5,10.2,2.9,50
"Malawi",2016,55.7,0.0735,12,0.472,1450,5.5,62.6,9.99,2.97,50.8
"Malawi",2018,49.7,0.0762,5,0.478,1500,5.36,64.1,9.84,3.06,51.5
"Malaysia",1990,16.6,3.16,0,0.643,10300,31.3,71.9,27.1,7.65,68.8
"Malaysia",1992,15.1,3.92,0,0.66,11700,32,72.4,27.4,7.87,67.7
"Malaysia",1994,13.8,4.66,0,0.675,13300,32.3,72.2,29.1,8.57,66.4
"Malaysia",1996,12.9,5.9,320,0.694,15300,33.7,72.2,31.3,9.28,65.4
"Malaysia",1998,11.7,5.17,0,0.708,14400,31.7,72.9,30.6,9.98,73.2
"Malaysia",2000,10.2,5.46,12,0.723,15900,33.1,73,32.3,11.1,70.5
"Malaysia",2002,8.93,5.64,12,0.723,16200,32,73.5,32.2,11.7,71.4
"Malaysia",2004,8.3,6.82,97,0.733,17500,29.7,73.8,32.3,12.2,71.1
"Malaysia",2006,8,6.83,6,0.737,18800,28.5,74.4,31.3,12.7,68.5
"Malaysia",2008,7.89,7.44,0,0.761,20100,27,74.3,31.8,13,65.4
"Malaysia",2010,7.94,7.68,0,0.772,20500,28.4,74.4,30.1,12.9,63.8
"Malaysia",2012,7.96,7.43,0,0.781,22100,27.9,74.8,28.9,12.5,58.6
"Malaysia",2014,8,8.08,17,0.791,23900,27.5,75.1,27.6,12.1,51
"Malaysia",2016,7.96,8.05,0,0.8,25500,27.7,75,27.6,11.8,47.3
"Malaysia",2018,7.78,8.08,2,0.805,27600,27,75.2,27.5,11.6,46.4
"Maldives",1990,85.8,0.772,0,0.6690453766718,8800,27.2,65.5,19.4,4.87,56.7148543133378
"Maldives",1992,76.3,0.978,0,0.678333365508571,9470,27.1,66.6,20,5.23,56.7314232005269
"Maldives",1994,67.1,0.797,0,0.687621354345342,10100,27,68.1,20,4.94,56.7479920877161
"Maldives",1996,57.7,1.12,0,0.569,11200,26.9,69.2,19.6,5.49,61.3
"Maldives",1998,48.4,1.12,0,0.597,12600,26.6,70.8,18.4,5.43,64.3
"Maldives",2000,39.2,1.61,0,0.622,13400,24.9,72.2,17.1,5.43,67
"Maldives",2002,30.9,2.02,0,0.63,13100,23.9,73.7,16.4,4.97,67.8
"Maldives",2004,27.1,2.14,102,0.649,14900,20.2,73.9,15.3,4.76,69.3
"Maldives",2006,19.5,2.32,0,0.659,15500,18.1,76.3,14.6,4.58,67.3
"Maldives",2008,16.2,2.46,0,0.673,17400,16.3,77.2,14.4,4.54,66.3
"Maldives",2010,13.8,2.56,0,0.685,16300,17.1,77.8,14.2,4.54,67.6
"Maldives",2012,12.1,2.8,0,0.704,16700,17.5,78.3,13.9,4.52,70.3
"Maldives",2014,10.6,3.03,0,0.718,17600,18.4,78.7,13.4,4.52,70
"Maldives",2016,9.46,3.04,0,0.728,17600,18.9,78.9,13.3,4.54,71.1
"Maldives",2018,8.62,2.96,0,0.734,18800,19.1,79,13.6,4.72,71.6
"Mali",1990,230,0.0501,0,0.234,1420,7.98,50.2,9.07,3.38,25.2
"Mali",1992,222,0.0507,0,0.246,1460,7.93,51,9.01,3.41,26.5
"Mali",1994,215,0.0501,0,0.26,1480,7.89,51.4,9.12,3.46,28
"Mali",1996,208,0.0502,0,0.274,1520,7.9,51.9,9.05,3.55,29.6
"Mali",1998,199,0.0743,3,0.294,1630,7.94,51,8.85,3.64,31.7
"Mali",2000,188,0.076,15,0.312,1630,8.1,53.3,8.82,3.66,33.7
"Mali",2002,176,0.0739,2,0.334,1830,8.17,54.3,9,3.7,36
"Mali",2004,163,0.072,0,0.356,1900,8.18,55.6,9.22,3.73,38.4
"Mali",2006,152,0.0819,1,0.376,1980,8.23,56.6,9.34,3.77,40.5
"Mali",2008,141,0.11,0,0.394,2010,8.24,57.6,9.57,3.83,42.5
"Mali",2010,131,0.131,0,0.408,2080,8.14,58.4,9.74,3.91,44
"Mali",2012,122,0.144,0,0.413,2010,7.97,59.1,9.62,3.97,44.5
"Mali",2014,113,0.172,0,0.419,2080,8.26,59.5,9.59,4.01,45.1
"Mali",2016,105,0.173,13,0.422,2200,8.27,60.4,9.88,4.17,45.5
"Mali",2018,97.8,0.187,0,0.431,2280,7.62,61.2,9.93,4.29,46.4
"Mauritania",1990,117,0.42,0,0.397,4550,19.8,59.4,15.4,6.41,42.7
"Mauritania",1992,114,0.423,0,0.41,4480,19.6,60.2,14.8,6.4,44.2
"Mauritania",1994,113,0.424,0,0.435,4370,19.3,60.8,14.1,6.3,46.9
"Mauritania",1996,114,0.448,0,0.451,4820,18.9,61.7,13.4,6.15,48.5
"Mauritania",1998,114,0.429,0,0.459,4520,18.5,62.6,13,6.09,49.4
"Mauritania",2000,114,0.424,0,0.464,4270,18.1,63.6,12.7,5.99,50
"Mauritania",2002,113,0.45,25,0.467,4070,17.9,64.5,13.1,6.02,50.3
"Mauritania",2004,111,0.472,0,0.482,4310,18,65.5,13.4,6.11,51.9
"Mauritania",2006,108,0.457,7,0.496,5230,17.9,66.5,13.8,6.37,53.4
"Mauritania",2008,103,0.538,0,0.494,4820,18,67.4,13.6,6.37,53.2
"Mauritania",2010,97.1,0.561,0,0.505,4670,17.9,68.1,14,6.6,54.4
"Mauritania",2012,91.8,0.629,0,0.517,4790,17.9,68.7,14.5,6.91,55.7
"Mauritania",2014,86.2,0.636,0,0.531,4910,17.8,69.3,14.2,6.93,57.2
"Mauritania",2016,80.8,0.552,0,0.542,4950,17.8,69.9,14,6.97,58.4
"Mauritania",2018,75.7,0.605,0,0.542,5190,17.6,70.5,14.1,7.2,58.4
"Mauritius",1990,23.1,1.39,0,0.624,7990,40.3,70.2,25,6.1,66
"Mauritius",1992,21.2,1.58,0,0.637,8680,39.6,70.8,24,6.15,67
"Mauritius",1994,21.6,1.46,2,0.647,9250,39.8,70.8,24.3,6.14,68.1
"Mauritius",1996,22.7,1.71,3,0.656,10000,37.7,71.2,23.8,5.8,68.8
"Mauritius",1998,21.6,1.86,0,0.667,11000,38.5,71.8,23.3,6.07,69.9
"Mauritius",2000,18.6,2.27,0,0.678,11900,36.6,72.3,21.9,6.28,70.2
"Mauritius",2002,16.1,2.4,3,0.692,12300,34.1,72.7,23.5,6.42,71.6
"Mauritius",2004,15.6,2.54,0,0.708,13400,32.4,73.2,21.9,6.52,71.4
"Mauritius",2006,15.9,2.96,0,0.724,14200,31.9,73.3,21,6.32,70.8
"Mauritius",2008,15.8,3.04,0,0.738,15700,29.7,73.7,20.8,6.2,68.9
"Mauritius",2010,15.2,3.14,0,0.751,16800,28.1,74.2,19.8,6.1,69.1
"Mauritius",2012,14.8,3.17,0,0.771,18000,27.4,74.7,19.2,6,66.9
"Mauritius",2014,14.4,3.35,0,0.789,19200,26.1,75,19.3,5.93,63.8
"Mauritius",2016,14.4,3.45,0,0.794,20600,24.7,75.2,19.3,5.89,61.2
"Mauritius",2018,15.5,3.83,0,0.801,22200,23.7,75.3,18.7,6.37,60.8
"Mexico",1990,44.8,3.78,463,0.656,14900,25.5,70.8,20.2,8.61,70.3
"Mexico",1992,40.5,3.82,83,0.664,15600,25.2,71.5,19.9,8.32,70.9
"Mexico",1994,36.6,3.9,0,0.675,16100,24.8,72.2,20,8.39,71.6
"Mexico",1996,32.9,3.72,16,0.683,15600,24.9,72.7,19.6,8.37,72.9
"Mexico",1998,29.5,4.05,849,0.695,17000,26,73.2,19.2,8.16,73.7
"Mexico",2000,26.4,4.01,236,0.708,17800,26.1,74.2,17.7,7.75,74.3
"Mexico",2002,23.6,4.05,103,0.718,17200,25.9,74.6,17,7.46,75.4
"Mexico",2004,21.4,4.2,52,0.731,17600,26.1,75,16,7.17,76.2
"Mexico",2006,19.7,4.43,41,0.745,18300,26.2,75.3,15.1,6.9,77.1
"Mexico",2008,18.4,4.45,36,0.748,18400,24.3,75.2,14.6,6.63,77.2
"Mexico",2010,17.4,4.07,182,0.748,17800,24.3,75.3,13.7,6.37,77.1
"Mexico",2012,16.4,4.24,21,0.759,18600,24.3,75.7,12.7,6.15,77.5
"Mexico",2014,15.4,4,22,0.761,18900,25.2,75.6,12.6,6.2,76.7
"Mexico",2016,14.1,3.94,90,0.768,19500,26,75.5,12.2,6.09,77.1
"Mexico",2018,12.7,3.79,40,0.776,19900,25.5,75.5,12.8,6.28,77.7
"Mongolia",1990,108,4.53,36,0.578,2470,19.4,60.4,70.9,16.7,55.3
"Mongolia",1992,99,4.9,0,0.56,2140,17,60.1,72.2,18,56.5
"Mongolia",1994,90.9,3.48,5,0.549,2270,17.9,59.6,73.7,18.7,57.9
"Mongolia",1996,82.6,3.47,66,0.56,2640,16.7,59.6,76.4,19.7,60.3
"Mongolia",1998,73.4,3.27,0,0.575,3050,15.5,60.4,74.5,19.2,61.9
"Mongolia",2000,63.7,3.13,23,0.588,3410,13.7,61,71,18.6,63.3
"Mongolia",2002,54.1,3.38,3,0.608,4370,11.9,61.7,69.3,16,65.5
"Mongolia",2004,45.4,3.44,0,0.636,5550,16.8,62.5,63.7,14.2,68.5
"Mongolia",2006,37.9,3.68,0,0.659,6300,13.7,63.5,59.9,13.4,71
"Mongolia",2008,31.4,4.57,52,0.682,7350,14.9,64.5,56.9,12.7,72.7
"Mongolia",2010,26.1,5.09,0,0.696,7470,17.3,65.1,56.9,12.5,73.3
"Mongolia",2012,22.1,12.4,0,0.718,9480,20.4,66.1,56.1,12.3,73.4
"Mongolia",2014,19.5,10.1,0,0.732,11000,20.3,67.2,54,12,73.7
"Mongolia",2016,17.7,8.29,0,0.729,11000,19.2,67.8,55.3,12.1,72.6
"Mongolia",2018,16.3,8.88,0,0.735,12000,21.7,68,56.6,12.4,73
"Morocco",1990,79.1,0.93,0,0.457,3820,20.1,66.7,27,2.48,49.2
"Morocco",1992,72.1,0.994,0,0.467,3870,19.6,66.9,27.8,2.57,50.3
"Morocco",1994,65.6,1.09,0,0.484,4100,19.4,67.5,27.9,2.64,52.2
